Gene	seqnames	old_locus_tag	start	end	strand
b3156	yhbS		3300255	3300758	-
b3157	yhbT		3300752	3301276	-
b3158	yhbU		3301485	3302480	+
b3159	yhbV		3302489	3303367	+
b3160	yhbW		3303448	3304455	+
b3161	mtr		3304573	3305817	-
b3162	deaD		3305971	3307860	-
b4685	yrbN		3307853	3307933	-
b3163	nlpI		3308040	3308924	-
b3164	pnp		3309033	3311168	-
b3165	rpsO		3311415	3311684	-
b3166	truB		3311833	3312777	-
b3167	rbfA		3312777	3313178	-
b3168	infB		3313342	3316014	-
b3169	nusA		3316039	3317526	-
b3170	rimP		3317554	3318006	-
b3172	argG		3318637	3319980	+
b3173	yhbX		3319988	3321613	-
b3175	secG		3322173	3322505	-
b3176	glmM		3322733	3324070	-
b3177	folP		3324063	3324911	-
b3178	ftsH		3325001	3326935	-
b3179	rlmE		3327035	3327664	-
b3180	yhbY		3327790	3328083	+
b3181	greA		3328239	3328715	-
b3182	dacB		3328963	3330396	+
b3183	obgE		3330582	3331754	-
b3184	yhbE		3331770	3332735	-
b3185	rpmA		3332862	3333119	-
b3186	rplU		3333140	3333451	-
b3187	ispB		3333710	3334681	+
b3188	sfsB		3334909	3335187	+
b3189	murA		3335235	3336494	-
b3190	ibaG		3336549	3336803	-
b3191	mlaB		3336963	3337256	-
b3192	mlaC		3337256	3337891	-
b3193	mlaD		3337910	3338461	-
b3194	mlaE		3338466	3339248	-
b3195	mlaF		3339256	3340065	-
b3196	yrbG		3340275	3341252	+
b3197	kdsD		3341266	3342252	+
b3198	kdsC		3342273	3342839	+
b3199	lptC		3342836	3343411	+
b3200	lptA		3343380	3343937	+
b3201	lptB		3343944	3344669	+
b3202	rpoN		3344717	3346150	+
b3203	hpf		3346173	3346460	+
b3204	ptsN		3346578	3347069	+
b3205	rapZ		3347115	3347969	+
b3206	npr		3347966	3348238	+
b3207	yrbL		3348452	3349084	+
b3208	mtgA		3349081	3349809	-
b3209	elbB		3349806	3350459	-
b3210	arcB		3350689	3353025	-
b3211	yhcC		3353121	3354050	-
b3212	gltB		3354725	3359185	+
b3213	gltD		3359198	3360616	+
b3214	gltF		3361176	3361940	+
b3215	yhcA		3362112	3362786	+
b3216	yhcD		3362807	3365188	+
b4569	yhcE		3365185	3365555	+
b3218	insH-10		3365702	3366718	-
b3219	yhcF		3366926	3367642	+
b3220	yhcG		3367827	3368954	+
b3221	yhcH		3369014	3369478	-
b3222	nanK		3369475	3370350	-
b3223	nanE		3370347	3371036	-
b3224	nanT		3371084	3372574	-
b3225	nanA		3372683	3373576	-
b3226	nanR		3373698	3374489	-
b3227	dcuD		3374869	3376236	+
b3228	sspB		3376279	3376776	-
b3229	sspA		3376782	3377420	-
b3230	rpsI		3377815	3378207	-
b3231	rplM		3378223	3378651	-
b3232	zapE		3378870	3379997	-
b3233	yhcB		3380191	3380589	+
b3234	degQ		3380743	3382110	+
b3235	degS		3382200	3383267	+
b3236	mdh		3383330	3384268	-
b3237	argR		3384703	3385173	+
b3238	yhcN		3385538	3385801	+
b3239	yhcO		3385857	3386129	-
b3240	aaeB		3386221	3388188	-
b3241	aaeA		3388194	3389126	-
b3242	aaeX		3389134	3389337	-
b3243	aaeR		3389520	3390449	+
b3244	tldD		3390583	3392028	-
b4472	yhdP		3392458	3396258	-
b3247	rng		3396326	3397795	-
b3248	yhdE		3397785	3398378	-
b3249	mreD		3398387	3398875	-
b3250	mreC		3398875	3399978	-
b3251	mreB		3400044	3401087	-
b3252	csrD		3401392	3403332	-
b3253	yhdH		3403484	3404458	+
b3255	accB		3405436	3405906	+
b3256	accC		3405917	3407266	+
b3257	yhdT		3407375	3407617	+
b3258	panF		3407607	3409058	+
b3259	prmA		3409070	3409951	+
b3260	dusB		3410280	3411245	+
b3261	fis		3411271	3411567	+
b3262	yhdJ		3411653	3412537	+
b3263	yhdU		3412621	3412800	+
b3264	envR		3412803	3413465	-
b3265	acrE		3413864	3415021	+
b3266	acrF		3415033	3418137	+
b3267	yhdV		3418390	3418611	+
b3268	yhdW		3419042	3420066	+
b3269	yhdX		3420134	3421315	+
b3270	yhdY		3421325	3422428	+
b3271	yhdZ		3422436	3423194	+
b3279	yrdA		3429236	3429790	+
b3280	yrdB		3429766	3430023	-
b3281	aroE		3430020	3430838	-
b3282	tsaC		3430843	3431415	-
b3283	yrdD		3431420	3431962	-
b3284	smg		3431991	3432464	-
b4473	smf		3432436	3433560	-
b3287	def		3433690	3434199	+
b3288	fmt		3434214	3435161	+
b3289	rsmB		3435207	3436496	+
b3290	trkA		3436518	3437894	+
b3291	mscL		3438024	3438434	+
b4550	arfA		3438431	3438649	-
b3292	zntR		3438705	3439130	-
b3293	yhdN		3439141	3439509	-
b3294	rplQ		3439616	3439999	-
b3295	rpoA		3440040	3441029	-
b3296	rpsD		3441055	3441675	-
b3297	rpsK		3441709	3442098	-
b3298	rpsM		3442115	3442471	-
b3299	rpmJ		3442618	3442734	-
b3300	secY		3442766	3444097	-
b3301	rplO		3444105	3444539	-
b3302	rpmD		3444543	3444722	-
b3303	rpsE		3444726	3445229	-
b3304	rplR		3445244	3445597	-
b3305	rplF		3445607	3446140	-
b3306	rpsH		3446153	3446545	-
b3307	rpsN		3446579	3446884	-
b3308	rplE		3446899	3447438	-
b3309	rplX		3447453	3447767	-
b3310	rplN		3447778	3448149	-
b3311	rpsQ		3448314	3448568	-
b3312	rpmC		3448568	3448759	-
b3313	rplP		3448759	3449169	-
b3314	rpsC		3449182	3449883	-
b3315	rplV		3449901	3450233	-
b3316	rpsS		3450248	3450526	-
b3317	rplB		3450543	3451364	-
b3318	rplW		3451382	3451684	-
b3319	rplD		3451681	3452286	-
b3320	rplC		3452297	3452926	-
b3321	rpsJ		3452959	3453270	-
b3322	gspB		3453508	3453927	-
b3323	gspA		3453929	3455398	-
b3324	gspC		3455578	3456393	+
b3325	gspD		3456377	3458329	+
b3326	gspE		3458339	3459820	+
b3327	gspF		3459817	3461013	+
b3328	gspG		3461023	3461460	+
b3329	gspH		3461468	3461977	+
b3330	gspI		3461974	3462351	+
b3331	gspJ		3462344	3462931	+
b3332	gspK		3462924	3463907	+
b3333	gspL		3463922	3465085	+
b3334	gspM		3465082	3465543	+
b3335	gspO		3465543	3466220	+
b3336	bfr		3466249	3466725	-
b3337	bfd		3466797	3466991	-
b3338	chiA		3467160	3469853	-
b3339	tufA		3470145	3471329	-
b3340	fusA		3471400	3473514	-
b3341	rpsG		3473542	3474081	-
b3342	rpsL		3474178	3474552	-
b3343	tusB		3474678	3474965	-
b3344	tusC		3474973	3475332	-
b3345	tusD		3475332	3475718	-
b3346	yheO		3475718	3476440	-
b3347	fkpA		3476607	3477419	-
b3348	slyX		3477640	3477858	+
b3349	slyD		3477907	3478497	-
b4551	yheV		3478592	3478792	-
b3350	kefB		3478802	3480607	-
b3351	kefG		3480607	3481161	-
b3352	yheS		3481289	3483202	+
b3353	yheT		3483202	3484224	+
b3354	yheU		3484218	3484436	+
b3355	prkB		3484490	3485359	+
b3356	yhfA		3485414	3485818	-
b3357	crp		3486120	3486752	+
b3358	yhfK		3486791	3488893	+
b3359	argD		3488960	3490180	-
b3360	pabA		3490266	3490829	-
b3361	fic		3490861	3491463	-
b3362	yhfG		3491453	3491620	-
b3363	ppiA		3491725	3492297	-
b3364	tsgA		3492568	3493749	+
b3365	nirB		3494011	3496554	+
b3366	nirD		3496551	3496877	+
b3367	nirC		3497003	3497809	+
b3368	cysG		3497828	3499201	+
b3369	yhfL		3499448	3499615	+
b3370	frlA		3499910	3501247	+
b3371	frlB		3501268	3502290	+
b4474	frlC		3502340	3503170	+
b3374	frlD		3503167	3503952	+
b3375	frlR		3504052	3504783	+
b3376	yhfS		3504935	3506020	-
b3377	yhfT		3506032	3507336	-
b3378	yhfU		3507348	3507701	-
b3379	php		3507712	3508590	-
b3380	yhfW		3508587	3509813	-
b3381	yhfX		3509813	3510976	-
b3382	yhfY		3511060	3511422	-
b3383	yhfZ		3511439	3512344	-
b3384	trpS		3512634	3513638	-
b3385	gph		3513631	3514389	-
b3386	rpe		3514382	3515059	-
b3387	dam		3515077	3515913	-
b3388	damX		3516020	3517306	-
b3389	aroB		3517398	3518486	-
b3390	aroK		3518543	3519064	-
b3391	hofQ		3519465	3520703	-
b3392	hofP		3520615	3521019	-
b3393	hofO		3521009	3521449	-
b3394	hofN		3521433	3521972	-
b3395	hofM		3521972	3522751	-
b3396	mrcA		3522871	3525423	+
b3397	nudE		3525589	3526149	-
b3398	igaA		3526469	3528604	+
b3399	yrfG		3528669	3529337	+
b3400	hslR		3529348	3529749	+
b3401	hslO		3529774	3530652	+
b3402	yhgE		3530715	3532439	-
b3403	pck		3532818	3534440	+
b3404	envZ		3534516	3535868	-
b3405	ompR		3535865	3536584	-
b3406	greB		3536812	3537288	+
b3407	yhgF		3537385	3539706	+
b3408	feoA		3540163	3540390	+
b3409	feoB		3540407	3542728	+
b3410	feoC		3542728	3542964	+
b3411	rpnA		3543167	3544045	+
b3412	bioH		3544074	3544844	-
b3413	yhgH		3544882	3545565	+
b3414	nfuA		3545624	3546199	+
b3415	gntT		3546559	3547875	+
b3416	malQ		3547986	3550070	-
b3417	malP		3550080	3552473	-
b3418	malT		3553085	3555790	+
b4475	rtcA		3555833	3556849	-
b3421	rtcB		3556853	3558079	-
b3422	rtcR		3558268	3559866	+
b3423	glpR		3559848	3560605	-
b3424	glpG		3560622	3561452	-
b3425	glpE		3561497	3561823	-
b3426	glpD		3562013	3563518	+
b3427	yzgL		3563724	3564005	-
b3428	glgP		3564134	3566581	-
b3429	glgA		3566600	3568033	-
b3430	glgC		3568033	3569328	-
b3431	glgX		3569346	3571319	-
b3432	glgB		3571316	3573502	-
b3433	asd		3573775	3574878	-
b3434	yhgN		3575071	3575664	+
b4476	gntU		3575721	3577061	-
b3437	gntK		3577065	3577592	-
b3438	gntR		3577731	3578726	-
b3439	yhhW		3578950	3579645	-
b3440	yhhX		3579768	3580805	-
b3441	yhhY		3581138	3581626	+
b3442	yhhZ		3581863	3583041	+
b3443	yrhA		3583038	3583427	+
b3444	insA-6		3583483	3583758	+
b3445	insB-6		3583677	3584180	+
b4612	yrhD		3584404	3584559	+
b3446	yrhB		3584759	3585043	+
b3447	ggt		3585081	3586823	-
b3448	yhhA		3586943	3587383	+
b3449	ugpQ		3587370	3588113	-
b3450	ugpC		3588110	3589180	-
b3451	ugpE		3589182	3590027	-
b3452	ugpA		3590024	3590911	-
b3453	ugpB		3591009	3592325	-
b3454	livF		3592724	3593437	-
b3455	livG		3593439	3594206	-
b3456	livM		3594203	3595480	-
b3457	livH		3595477	3596403	-
b3458	livK		3596451	3597560	-
b3459	panZ		3597984	3598367	+
b3460	livJ		3598555	3599658	-
b3461	rpoH		3599929	3600783	-
b3462	ftsX		3601028	3602086	-
b3463	ftsE		3602079	3602747	-
b3464	ftsY		3602750	3604243	-
b3465	rsmD		3604393	3604989	+
b3466	yhhL		3604979	3605248	+
b3467	yhhM		3605251	3605610	-
b3468	yhhN		3605751	3606377	+
b3469	zntA		3606451	3608649	+
b3470	tusA		3608751	3608996	-
b3471	yhhQ		3609217	3609882	+
b3472	dcrB		3609955	3610512	+
b3473	yhhS		3610516	3611733	-
b3474	yhhT		3611865	3612914	+
b3475	acpT		3612969	3613556	+
b3476	nikA		3613667	3615241	+
b3477	nikB		3615241	3616185	+
b3478	nikC		3616182	3617015	+
b3479	nikD		3617015	3617779	+
b3480	nikE		3617776	3618582	+
b3481	nikR		3618588	3618989	+
b3482	rhsB		3619192	3623427	+
b3483	yhhH		3623399	3623782	+
b3484	yhhI		3624378	3625514	+
b3485	yhhJ		3625679	3626803	-
b3486	rbbA		3626803	3629538	-
b3487	yhiI		3629535	3630602	-
b3488	yhiJ		3630968	3632590	-
b4660	yhiL		3632852	3634458	-
b3491	yhiM		3634841	3635893	+
b3492	yhiN		3636208	3637410	-
b3493	pitA		3637642	3639141	+
b3494	uspB		3639385	3639720	-
b3495	uspA		3640111	3640545	+
b3496	dtpB		3640862	3642331	+
b3497	rsmJ		3642380	3643132	-
b3498	prlC		3643140	3645182	-
b3499	rlmJ		3645385	3646227	+
b3500	gor		3646299	3647651	+
b4613	dinQ		3647705	3647788	-
b3501	arsR		3648528	3648881	+
b3502	arsB		3648935	3650224	+
b3503	arsC		3650237	3650662	+
b3504	yhiS		3651291	3652036	+
b3505	insH-11		3652182	3653198	-
b3506	slp		3653961	3654527	+
b3507	dctR		3654683	3655213	+
b3508	yhiD		3655255	3655902	-
b3509	hdeB		3655966	3656292	-
b3510	hdeA		3656408	3656740	-
b3511	hdeD		3656995	3657567	+
b3512	gadE		3658366	3658893	+
b3513	mdtE		3659232	3660389	+
b3514	mdtF		3660414	3663527	+
b3515	gadW		3663890	3664618	-
b3516	gadX		3664986	3665810	-
b3517	gadA		3666180	3667580	-
b3518	ccp		3667791	3669188	-
b3519	treF		3669592	3671241	+
b3520	yhjB		3671292	3671894	-
b3521	yhjC		3672414	3673313	+
b3522	yhjD		3673362	3674375	+
b3523	yhjE		3674786	3676108	+
b3524	yhjG		3676290	3678350	-
b3525	pdeH		3678420	3679187	-
b3526	kdgK		3679419	3680348	+
b3527	yhjJ		3680444	3681940	-
b3528	dctA		3682161	3683447	-
b3529	pdeK		3683630	3685618	-
b3530	bcsC		3685700	3689173	-
b3531	bcsZ		3689155	3690261	-
b3532	bcsB		3690268	3692607	-
b3533	bcsA		3692618	3695236	-
b3534	bcsQ		3695233	3695985	-
b3535	yhjR		3695997	3696185	-
b3536	bcsE		3696458	3698029	+
b3537	bcsF		3698026	3698217	+
b3538	bcsG		3698214	3699893	+
b4453	ldrD		3699980	3700087	-
b3539	yhjV		3700563	3701834	+
b3540	dppF		3701864	3702868	-
b3541	dppD		3702865	3703848	-
b3542	dppC		3703859	3704761	-
b3543	dppB		3704771	3705790	-
b3544	dppA		3706098	3707705	-
b3546	eptB		3708784	3710475	-
b3547	yhjX		3710799	3712007	-
b3548	yhjY		3712236	3712934	-
b3549	tag		3713092	3713655	+
b3550	yiaC		3713652	3714092	+
b3551	bisC		3714061	3716394	-
b3552	yiaD		3716547	3717206	+
b3553	ghrB		3717310	3718284	+
b3554	yiaF		3718334	3719044	-
b3555	yiaG		3719478	3719768	+
b3556	cspA		3720049	3720261	+
b4455	hokA		3720448	3720600	-
b3557	insJ		3720680	3721201	+
b3558	insK		3721198	3722049	+
b3559	glyS		3722328	3724397	-
b3560	glyQ		3724407	3725318	-
b4553	ysaB		3725413	3725712	-
b3561	wecH		3725887	3726882	+
b3562	yiaA		3726924	3727361	-
b3563	yiaB		3727407	3727748	-
b3564	xylB		3727917	3729371	-
b3565	xylA		3729443	3730765	-
b3566	xylF		3731131	3732123	+
b3567	xylG		3732201	3733742	+
b3568	xylH		3733720	3734901	+
b3569	xylR		3734979	3736157	+
b3570	bax		3736353	3737177	-
b3571	malS		3737497	3739527	+
b3572	avtA		3739705	3740958	+
b3573	ysaA		3741109	3741582	-
b3574	yiaJ		3741684	3742532	-
b3575	yiaK		3742733	3743731	+
b3576	yiaL		3743743	3744210	+
b3577	yiaM		3744328	3744801	+
b3578	yiaN		3744804	3746081	+
b3579	yiaO		3746094	3747080	+
b3580	lyxK		3747084	3748580	+
b3581	sgbH		3748577	3749239	+
b3582	sgbU		3749232	3750092	+
b3583	sgbE		3750086	3750781	+
b3584	yiaT		3751128	3751868	-
b3585	yiaU		3751992	3752966	+
b3586	yiaV		3752963	3754099	-
b3587	yiaW		3754105	3754428	-
b3588	aldB		3754973	3756511	-
b3589	yiaY		3756676	3757827	-
b3590	selB		3758017	3759861	-
b3591	selA		3759858	3761249	-
b3592	yibF		3761347	3761955	-
b3593	rhsA		3762183	3766316	+
b3594	yibA		3766337	3767179	+
b3595	yibJ		3767221	3767922	+
b3596	yibG		3768177	3768638	+
b4650	yibS		3768639	3768890	+
b4615	yibV		3769345	3769680	+
b3597	yibH		3770243	3771379	-
b3598	yibI		3771382	3771744	-
b3599	mtlA		3772281	3774194	+
b3600	mtlD		3774424	3775572	+
b3601	mtlR		3775572	3776159	+
b4554	yibT		3776171	3776380	-
b3602	yibL		3776665	3777027	+
b3603	lldP		3777399	3779054	+
b3604	lldR		3779054	3779830	+
b3605	lldD		3779827	3781017	+
b3606	trmL		3781215	3781688	+
b3607	cysE		3781741	3782562	-
b3608	gpsA		3782642	3783661	-
b3609	secB		3783661	3784128	-
b3610	grxC		3784191	3784442	-
b3611	yibN		3784584	3785015	-
b3612	gpmM		3785260	3786804	+
b3613	envC		3786838	3788097	+
b3614	yibQ		3788101	3789060	+
b3615	waaH		3789047	3790081	-
b3616	tdh		3790320	3791345	-
b3617	kbl		3791355	3792551	-
b3618	htrL		3792826	3793683	-
b3619	rfaD		3793987	3794919	+
b3620	waaF		3794929	3795975	+
b3621	waaC		3795979	3796938	+
b3622	waaL		3796948	3798207	+
b3623	waaU		3798239	3799312	-
b3624	waaZ		3799345	3800196	-
b3625	waaY		3800267	3800965	-
b3626	waaJ		3800983	3801999	-
b3627	waaO		3802039	3803058	-
b3628	waaB		3803058	3804137	-
b3629	waaS		3804181	3805116	-
b3630	waaP		3805153	3805950	-
b3631	waaG		3805943	3807067	-
b3632	waaQ		3807064	3808098	-
b3633	waaA		3808540	3809817	+
b3634	coaD		3809825	3810304	+
b3635	mutM		3810343	3811152	-
b3636	rpmG		3811250	3811417	-
b3637	rpmB		3811438	3811674	-
b3638	yicR		3811891	3812559	-
b3639	dfp		3812731	3813951	+
b3640	dut		3813932	3814387	+
b3641	slmA		3814494	3815090	+
b3642	pyrE		3815127	3815768	-
b3643	rph		3815863	3816549	-
b3644	yicC		3816676	3817539	+
b3645	dinD		3817760	3818584	+
b3646	yicG		3818874	3819491	+
b3647	ligB		3819488	3821170	-
b3648	gmk		3821428	3822051	+
b3649	rpoZ		3822106	3822381	+
b3650	spoT		3822400	3824508	+
b3651	trmH		3824515	3825204	+
b3652	recG		3825210	3827291	+
b3653	gltS		3827460	3828665	-
b3654	xanP		3828945	3830336	+
b3655	yicH		3830457	3832166	+
b3656	yicI		3832219	3834537	-
b3657	yicJ		3834547	3835929	-
b3659	setC		3836953	3838137	+
b3660	yicL		3838248	3839171	+
b3661	nlpA		3839175	3839993	-
b4555	yicS		3840215	3840508	+
b3662	nepI		3840549	3841739	-
b3663	yicN		3841950	3842402	-
b3664	adeQ		3842455	3843789	-
b3665	adeD		3843964	3845730	+
b3666	uhpT		3845776	3847167	-
b3667	uhpC		3847305	3848624	-
b3668	uhpB		3848634	3850136	-
b3669	uhpA		3850136	3850726	-
b3670	ilvN		3850802	3851092	-
b3671	ilvB		3851096	3852784	-
b3672	ivbL		3852890	3852988	-
b4618	tisB		3853553	3853642	+
b3673	emrD		3853922	3855106	+
b3674	yidF		3855114	3855611	-
b3675	yidG		3855608	3855970	-
b3676	yidH		3855960	3856307	-
b3677	yidI		3856415	3856864	+
b3678	yidJ		3856911	3858404	-
b3679	yidK		3858401	3860116	-
b3680	yidL		3860283	3861176	+
b3681	glvG		3861349	3861987	-
b3682	glvB		3861987	3862472	-
b3683	glvC		3862497	3863603	-
b3684	yidP		3863899	3864615	+
b3685	yidE		3864612	3866273	-
b3686	ibpB		3866469	3866897	-
b3687	ibpA		3867009	3867422	-
b3688	yidQ		3867728	3868060	+
b3689	yidR		3868062	3869309	-
b3690	cbrA		3869377	3870441	+
b3691	dgoT		3870438	3871730	-
b4478	dgoD		3871850	3872998	-
b4477	dgoA		3872995	3873612	-
b3693	dgoK		3873596	3874474	-
b4479	dgoR		3874471	3875160	-
b3696	yidX		3875438	3876094	+
b3697	yidA		3876140	3876952	-
b3698	yidB		3877067	3877465	-
b3699	gyrB		3877705	3880119	-
b3700	recF		3880148	3881221	-
b3701	dnaN		3881221	3882321	-
b3702	dnaA		3882326	3883729	-
b4757	ysdD		3884026	3884106	+
b3703	rpmH		3884336	3884476	+
b3704	rnpA		3884493	3884852	+
b4557	yidD		3884816	3885073	+
b3705	yidC		3885076	3886722	+
b3706	mnmE		3886828	3888192	+
b3707	tnaC		3888435	3888509	+
b3708	tnaA		3888730	3890145	+
b3709	tnaB		3890236	3891483	+
b3710	mdtL		3891615	3892790	+
b3711	yidZ		3892765	3893724	+
b3712	yieE		3893881	3894630	+
b3713	yieF		3894652	3895218	+
b3714	adeP		3895272	3896609	-
b3715	yieH		3896774	3897439	+
b3716	cbrB		3897506	3897973	+
b3717	cbrC		3898022	3898609	+
b3718	yieK		3898671	3899393	-
b3719	yieL		3899408	3900577	-
b3720	bglH		3900604	3902220	-
b3721	bglB		3902289	3903701	-
b3722	bglF		3903720	3905597	-
b3723	bglG		3905731	3906567	-
b3724	phoU		3906853	3907578	-
b3725	pstB		3907593	3908366	-
b3726	pstA		3908549	3909439	-
b3727	pstC		3909439	3910398	-
b3728	pstS		3910485	3911525	-
b3729	glmS		3911839	3913668	-
b3730	glmU		3913830	3915200	-
b3731	atpC		3915553	3915972	-
b3732	atpD		3915993	3917375	-
b3733	atpG		3917402	3918265	-
b3734	atpA		3918316	3919857	-
b3735	atpH		3919870	3920403	-
b3736	atpF		3920418	3920888	-
b3737	atpE		3920950	3921189	-
b3738	atpB		3921236	3922051	-
b3739	atpI		3922060	3922440	-
b3740	rsmG		3923057	3923680	-
b3741	mnmG		3923744	3925633	-
b3742	mioC		3926012	3926455	-
b3743	asnC		3926545	3927003	-
b3744	asnA		3927155	3928147	+
b3745	viaA		3928152	3929603	-
b3746	ravA		3929597	3931093	-
b3747	kup		3931316	3933184	+
b3748	rbsD		3933351	3933770	+
b3749	rbsA		3933778	3935283	+
b3750	rbsC		3935288	3936253	+
b3751	rbsB		3936278	3937168	+
b3752	rbsK		3937294	3938223	+
b3753	rbsR		3938227	3939219	+
b3754	hsrA		3939185	3940612	-
b3755	yieP		3940635	3941327	-
b4480	hdfR		3947128	3947967	-
b3764	maoP		3948086	3948424	+
b3765	yifB		3948449	3949969	-
b3766	ilvL		3950322	3950420	+
b4669	ilvX		3950507	3950557	+
b4488	ilvG		3950560	3952204	+
b3769	ilvM		3952201	3952464	+
b3770	ilvE		3952484	3953413	+
b3771	ilvD		3953478	3955328	+
b3772	ilvA		3955331	3956875	+
b3773	ilvY		3956927	3957820	-
b3774	ilvC		3957970	3959445	+
b3775	ppiC		3959532	3959813	-
b3777	yifN		3960012	3960460	-
b3778	rep		3960677	3962698	+
b3779	gpp		3962745	3964229	-
b3780	rhlB		3964365	3965630	-
b3781	trxA		3965761	3966090	+
b3782	rhoL		3966231	3966332	+
b3783	rho		3966417	3967676	+
b3784	rfe		3967916	3969019	+
b3785	wzzE		3969031	3970077	+
b3786	wecB		3970133	3971263	+
b3787	wecC		3971260	3972522	+
b3788	rffG		3972522	3973589	+
b3789	rffH		3973608	3974489	+
b3790	rffC		3974467	3975141	+
b3791	wecE		3975146	3976276	+
b3792	wzxE		3976278	3977528	+
b4481	rffT		3977525	3978604	+
b3793	wzyE		3978601	3979953	+
b3794	rffM		3979956	3980696	+
b3795	yifK		3980887	3982272	+
b3800	aslB		3982958	3984193	+
b3801	aslA		3984352	3986007	-
b3802	hemY		3986686	3987882	-
b3803	hemX		3987885	3989066	-
b3804	hemD		3989088	3989828	-
b3805	hemC		3989825	3990766	-
b3806	cyaA		3991153	3993699	+
b3807	cyaY		3993739	3994059	-
b3808	yzcX		3993850	3994335	+
b4558	yifL		3994522	3994725	+
b3809	dapF		3994762	3995586	+
b3810	yigA		3995583	3996290	+
b3811	xerC		3996287	3997183	+
b3812	yigB		3997183	3997899	+
b3813	uvrD		3997983	4000145	+
b4482	yigE		4000292	4001056	-
b3816	corA		4001426	4002376	+
b3817	yigF		4002419	4002799	-
b3818	yigG		4002813	4003193	-
b3819	rarD		4003288	4004178	-
b3820	yigI		4004230	4004697	-
b3821	pldA		4004862	4005731	+
b3822	recQ		4005864	4007693	+
b3823	rhtC		4007757	4008377	+
b3824	rhtB		4008439	4009059	-
b3825	pldB		4009170	4010192	+
b3826	yigL		4010200	4011000	+
b3827	bioP		4011076	4011975	+
b3828	metR		4011863	4012816	-
b3829	metE		4013053	4015314	+
b3830	ysgA		4015354	4016169	-
b3831	udp		4016431	4017192	+
b3832	rmuC		4017333	4018760	+
b3833	ubiE		4018855	4019610	+
b3834	ubiJ		4019624	4020229	+
b3835	ubiB		4020226	4021866	+
b3836	tatA		4021945	4022214	+
b3838	tatB		4022218	4022733	+
b3839	tatC		4022736	4023512	+
b4483	tatD		4023554	4024336	+
b3842	rfaH		4024333	4024821	-
b3843	ubiD		4024988	4026481	+
b3844	fre		4026527	4027228	+
b3845	fadA		4027609	4028772	-
b3846	fadB		4028782	4030971	-
b3847	pepQ		4031161	4032492	+
b3848	yigZ		4032492	4033106	+
b3849	trkH		4033145	4034596	+
b3850	hemG		4034608	4035153	+
b3856	mobB		4040906	4041433	-
b3857	mobA		4041415	4041999	-
b3858	yihD		4042069	4042338	+
b3859	srkA		4042415	4043401	+
b3860	dsbA		4043418	4044044	+
b3861	yihF		4044199	4045629	+
b3862	yihG		4045670	4046602	-
b3863	polA		4046966	4049752	+
b3865	yihA		4050133	4050765	-
b3866	yihI		4051347	4051856	+
b3867	hemN		4052045	4053418	+
b4686	yshB		4053647	4053757	-
b3868	glnG		4053869	4055278	-
b3869	glnL		4055290	4056339	-
b3870	glnA		4056625	4058034	-
b3871	bipA		4058407	4060230	+
b3872	yihL		4060447	4061157	+
b3873	yihM		4061165	4062145	+
b3874	yihN		4062247	4063512	+
b3875	ompL		4063603	4064295	-
b3876	yihO		4064363	4065766	-
b3877	yihP		4065809	4067194	-
b3878	yihQ		4067240	4069276	-
b3879	yihR		4069475	4070401	-
b3880	yihS		4070515	4071756	-
b3881	yihT		4071773	4072651	-
b3882	yihU		4072675	4073571	-
b3883	yihV		4073739	4074635	+
b3884	yihW		4074669	4075454	+
b3885	yihX		4075553	4076152	+
b3886	yihY		4076146	4077018	+
b3887	dtd		4077015	4077452	+
b3888	yiiD		4077449	4078438	+
b3889	yiiE		4079291	4079509	+
b3890	yiiF		4079751	4079969	+
b3891	fdhE		4080299	4081228	-
b3892	fdoI		4081225	4081860	-
b3893	fdoH		4081857	4082759	-
b3894	fdoG		4082772	4085822	-
b3895	fdhD		4086016	4086849	+
b3896	yiiG		4087002	4088057	+
b3897	frvR		4088107	4089855	-
b3898	frvX		4089855	4090925	-
b3899	frvB		4090915	4092366	-
b3900	frvA		4092377	4092823	-
b3901	rhaM		4093124	4093438	-
b3902	rhaD		4093448	4094272	-
b3903	rhaA		4094723	4095982	-
b3904	rhaB		4095979	4097448	-
b3905	rhaS		4097736	4098572	+
b3906	rhaR		4098646	4099494	+
b3907	rhaT		4099491	4100525	-
b3908	sodA		4100810	4101430	+
b3909	kdgT		4101690	4102673	+
b3910	yiiM		4102822	4103496	+
b3911	cpxA		4103602	4104975	-
b3912	cpxR		4104972	4105670	-
b4484	cpxP		4105820	4106320	+
b3915	fieF		4106469	4107371	+
b3916	pfkA		4107552	4108514	+
b3917	sbp		4108834	4109823	+
b3918	cdh		4109930	4110685	+
b3919	tpiA		4110740	4111507	-
b3920	yiiQ		4111615	4112214	-
b3921	yiiR		4112315	4112755	+
b3922	yiiS		4112967	4113266	+
b3923	uspD		4113293	4113721	+
b3924	fpr		4113726	4114472	-
b3925	glpX		4114569	4115579	-
b3926	glpK		4115714	4117222	-
b3927	glpF		4117245	4118090	-
b3928	zapB		4118515	4118760	+
b3929	rraA		4118845	4119330	-
b3930	menA		4119423	4120349	-
b3931	hslU		4120416	4121747	-
b3932	hslV		4121757	4122287	-
b3933	ftsN		4122380	4123339	-
b3934	cytR		4123431	4124456	-
b3935	priA		4124612	4126810	-
b3936	rpmE		4127013	4127225	+
b3937	yiiX		4127286	4127894	-
